-0.9808293 0.4564354 -0.169899 0.4124789
-1.436305 0.4643593 -0.9808293 0.4564354
-1.265666 0.4433396 -0.8856259 0.4294942
-1.206311 0.4294942 0.4703789 0.4893376
-1.578185 0.4784736 -0.6632942 0.41125
-1.62186 0.5558697 -0.2525908 0.4109834
1.045969 0.4288938 -1.145132 0.4540581
-0.9860676 0.4137975 -0.6216882 0.4258028
-1.497885 0.4788776 -0.7672552 0.4187675
-0.8856259 0.4294942 0.2525908 0.4109834
-1.16868 0.4834244 -0.6216882 0.4258028
-0.9115175 0.4368269 -0.7672552 0.4187675
-0.942893 0.4457037 -0.4054651 0.4041452
-1.063521 0.4550843 -0.6737291 0.4147769
-0.8472979 0.4186144 0.09047758 0.4254859
-1.349927 0.4272465 -0.5832515 0.4114058
-1.068759 0.4152829 -0.5718859 0.4844663
-1.026799 0.4694582 2.126114e-15 0.4559604
-1.082864 0.485402 -0.4706044 0.4367556
-1.15268 0.435487 -0.4895482 0.4060661
-0.9808293 0.4564354 0.2483862 0.4075027
-1.225952 0.4533379 -0.7231952 0.4313371
-0.9115175 0.4368269 0.2403854 0.4008031
-0.9444616 0.4233275 -0.7357068 0.4090487
-0.8123216 0.4086459 -0.3254224 0.4043038
-0.8472979 0.4186144 0.2082179 0.4570067
-1.232722 0.4356342 0.2525908 0.4109834
-1.16868 0.4834244 -0.5832515 0.4114058
-0.8856259 0.4294942 -1.045969 0.4288938
-0.9949339 0.4160295 -0.4953214 0.4085753
-0.9044563 0.4126686 -0.1784077 0.4227496
-0.9659258 0.4290433 -1.275185 0.4654784
-0.9659258 0.4290433 -1.082864 0.485402
-1.393842 0.4368269 -0.4706044 0.4367556
-0.8644189 0.4234789 0.7761181 0.4488203
-0.8338145 0.4147769 -0.5245245 0.4211173
-1.238658 0.5303797 -1.082864 0.485402
-0.9115175 0.4368269 -0.4418328 0.422577
-1.436305 0.4643593 0.1840036 0.4293769
-0.9044563 0.4126686 -0.6631313 0.4410653
-1.287131 0.4302543 -0.173746 0.4171525
