1 0.8477766 0.2073355 0.5194392 0.1827971 0.2752453 0.2113382 0.645382 0.2147337 0.4797135 0.2216372
2 0.3462708 0.2068622 0.6713473 0.2085155 0.4344037 0.2034058 0.1771611 0.1915473 0.5699364 0.2134011
3 0.8240078 0.1965378 0.7071149 0.18229 0.1704611 0.2236693 0.7636421 0.2189485 0.6439557 0.2114998
4 0.6263806 0.2241646 0.584358 0.1817878 0.8465121 0.1784896 0.2736555 0.1881001 0.6353887 0.2067427
5 0.3948499 0.196215 0.8273885 0.202486 0.8213369 0.2107284 0.597896 0.2113195 0.7344131 0.2013597
6 0.387241 0.2231774 0.7929116 0.2257607 0.356099 0.1887789 -0.007785552 0.2108325 0.6084305 0.172655
7 0.6367054 0.2123583 -0.1795265 0.2330039 0.2370129 0.1926413 0.453304 0.1871445 0.955847 0.1823218
8 -0.2749559 0.222688 0.5851787 0.2257974 0.5853268 0.1616006 0.5441762 0.2041876 0.6486083 0.2201373
9 0.831074 0.216054 1.029837 0.208412 0.474616 0.2021806 0.3088182 0.2019433 0.3869281 0.1849869
10 1.051532 0.2302347 -0.3336875 0.1962038 1.004397 0.1685348 0.7067122 0.1949515 0.7179621 0.208379
11 0.8656748 0.2167529 0.8170376 0.2146741 0.2966582 0.2095406 0.8220589 0.2005709 0.241653 0.2089291
12 0.4358368 0.2196033 0.714085 0.1937437 0.6130489 0.2385685 0.4116688 0.2137734 0.4559164 0.2162832
13 0.6465501 0.1854014 -0.01559953 0.2060326 0.2475402 0.1806654 0.6860618 0.2077163 0.6969537 0.1999961
14 -0.0286435 0.1999222 0.3878937 0.2086785 0.5401326 0.1761586 0.4184398 0.1819069 0.4720794 0.2093068
15 0.9698792 0.2159634 0.6100725 0.2191148 0.6832128 0.2101169 0.3123657 0.194285 0.6605033 0.2194436
16 0.3141036 0.2189272 1.034104 0.2088099 0.2530967 0.2174561 0.4314303 0.2083953 0.3003306 0.2028861
17 0.3644251 0.2160359 0.467428 0.2262151 0.6149101 0.1981094 0.5032867 0.2198437 0.4280294 0.2178978
18 -0.4081679 0.2387765 0.6054447 0.196928 0.6975621 0.2088614 0.2500985 0.2092737 0.3137187 0.165741
19 -0.2085528 0.2185869 1.204936 0.2101077 0.5915176 0.205979 0.4929988 0.1964359 0.4424198 0.1997234
20 1.133771 0.2066405 0.7368122 0.198817 0.4381153 0.1920287 0.5678897 0.198008 0.4193053 0.2004905
21 0.2713152 0.210199 0.4334943 0.2143033 0.5244491 0.2039116 0.4629362 0.2170453 0.7247474 0.2000867
22 1.471974 0.2219424 0.04042336 0.2050272 0.7640883 0.2161596 0.5588747 0.1673889 0.4526064 0.2077831
23 1.112711 0.2238735 0.6308425 0.2127659 0.4133414 0.2100112 0.5339092 0.2065237 0.7804358 0.2118604
24 0.7872294 0.1883319 0.4774042 0.2061602 0.4503875 0.2268546 0.5878478 0.2134517 0.7470765 0.2080817
25 1.234334 0.1924625 0.4739224 0.2073447 0.8301426 0.1962985 1.017753 0.2055649 0.8034032 0.1825179
26 1.655483 0.2259147 1.045595 0.1989814 0.4071142 0.2101477 0.7609957 0.2058382 0.3537766 0.1927164
27 0.4739192 0.198135 0.1126362 0.2165452 0.434836 0.2176736 0.9073127 0.1932984 0.06883713 0.1929791
28 0.7253021 0.2134188 0.6728841 0.206162 0.559202 0.2059555 0.4584736 0.2056253 0.1910253 0.2153226
29 0.01149281 0.1909038 0.181787 0.1931115 0.8989801 0.2133421 0.4225325 0.2095035 0.3452044 0.1938881
30 0.4552448 0.2183604 0.6641787 0.2248266 0.8383316 0.2074627 0.6115872 0.1996865 0.6455048 0.208914
31 0.7685046 0.1951406 0.3842115 0.2057485 0.4541144 0.1979648 0.3502594 0.1867008 0.5830372 0.2043671
32 0.2590417 0.2213698 0.4039531 0.2132931 0.7388769 0.2219668 0.5056103 0.196193 0.3692446 0.2150055
33 0.5192534 0.1724753 0.5018858 0.1958054 0.5548161 0.1954812 0.6744598 0.2125093 0.4576948 0.2216741
34 0.08290111 0.2321522 0.7166866 0.1994268 0.4533282 0.2263562 0.8140825 0.200371 0.4831838 0.2072384
35 0.2280531 0.1940042 0.1726213 0.2297968 0.3606299 0.1942446 0.2497809 0.1986864 0.6861401 0.194983
36 0.5548725 0.2016225 1.151553 0.1895724 0.5221249 0.1999092 0.4245392 0.2153998 0.7744851 0.199392
37 0.8753666 0.2006713 0.3777584 0.2130613 0.5560153 0.1968041 0.2773526 0.2440578 0.5462887 0.1923411
38 0.2207306 0.2060392 0.1956196 0.241546 0.5393817 0.1952978 0.3472268 0.2146245 0.6699193 0.1816779
39 0.1138347 0.2304047 0.8887024 0.1863125 0.6058667 0.1906834 0.1157981 0.2040171 0.4152796 0.2008867
40 0.8142829 0.2160146 1.18874 0.2044483 0.1791558 0.1934749 0.5321364 0.2112886 0.486147 0.2148331
41 0.6132465 0.2308748 0.5533415 0.2230077 0.5343758 0.197151 0.5248973 0.1816952 0.325349 0.1914855
42 0.4788193 0.2083018 0.2733018 0.2092716 0.3158531 0.208426 0.7207095 0.230438 0.7116208 0.2335644
43 0.557782 0.1768008 0.586273 0.1784361 0.7483548 0.1832958 0.1487062 0.1882442 0.4691648 0.2239634
44 0.5659968 0.1979392 0.104499 0.22225 0.4847424 0.195452 0.3304906 0.2199692 0.5013745 0.2045177
