beta_orig	se_orig		beta_rep	se_rep
1.03972283338481 0.103185073168103 0.722601829399061 0.332636675536664
1.14965914965013 0.103951455336739 0.321466298490565 0.322652735892869
1.00290033602624 0.103605357513482 0.697028292567296 0.371183287647527
1.0823083642588 0.0999479202632611 0.53004233099145 0.292090127414272
1.06334538636757 0.1033243437561 1.15688831376263 0.305832634185675
1.00149407136571 0.102502742444767 1.94242978828178 0.371506533707992
1.12296789142126 0.0938700329935651 0.729509300039526 0.303135222588727
1.07326827480811 0.0923719309283886 1.58720282028361 0.335695424290851
0.896629865056903 0.10503857554154 0.554661948565388 0.285821309602366
0.877543842369194 0.0978557097487787 1.49942791014803 0.436955469496633
0.935303184805711 0.0963773432912084 1.24317504832348 0.346067781775057
1.20208506172073 0.0965879363343885 1.10760810456073 0.314970863878358
0.860318295809391 0.0974421651810709 0.934827853402768 0.229425538527838
1.01277048102398 0.101256725208948 0.592898477086407 0.23136671944279
0.941179742380068 0.104622248263533 1.50075436340649 0.307323908919148
1.11912032567251 0.0969797773966981 0.474851083095647 0.351552987597458
1.11779423172615 0.0995969678921395 0.795124263144263 0.360484936204231
1.08614969174995 0.0983672463136855 0.975946660793137 0.292281197419419
0.784691165525995 0.101323189909271 0.617984320705506 0.343871948673163
0.988085353862571 0.100342620914891 1.04904527645272 0.364918300345359
1.20574658438795 0.100154643046195 0.745094262200226 0.327404607103907
0.916617729818365 0.0985167998758609 0.820663620886913 0.23641104315535
0.843668683983003 0.107145959901308 0.706214088654994 0.345230639002637
1.04937297992356 0.105971232016157 0.838049557473605 0.317488007946018
0.834904967430535 0.103222342382023 0.916178904470003 0.336954641746578
1.03253030385079 0.103139146708833 0.936008742019527 0.325965608100004
1.14370305595592 0.102702233455194 1.12490343943894 0.348756652247798
0.893100779083609 0.100403372757759 1.46372138496277 0.308734708332362
0.905435534518025 0.0980590426170822 1.74702310729525 0.288891829084129
1.0169334567892 0.100438516195332 1.38166526069522 0.312640713634774
0.92972911809897 0.095786361261664 0.769092814961811 0.340110171844589
0.924524506130338 0.104935294215827 1.06468341894616 0.241894383468569
0.979289287668865 0.0998821801778895 1.39481243810097 0.368636791357676
1.09712148217477 0.101087337683583 0.905164521120395 0.280631207884418
1.05938051630122 0.0983615996427152 0.58931871809552 0.252981335871045
0.939900749521466 0.100360834104916 1.34748447602149 0.328952058707411
1.00437351169762 0.0948373525009595 0.807966437475837 0.3417477669123
0.934181594040095 0.105886938088042 1.16845501678311 0.329865518529166
0.995739243849656 0.0974804466078683 0.415027719469847 0.413384121218734
1.03707897355878 0.0917918548872125 1.08388091169035 0.305040557027316
1.02643525018879 0.101372913442509 0.791695360252475 0.383754132089767
1.03205521625281 0.102394531171256 1.23080338509076 0.350062473555992
1.01886703223416 0.091367031318313 1.83941274426942 0.339317034369616
1.08477614526179 0.0971848885988824 0.872539779208799 0.307631214492036
1.06580790616582 0.100845671352642 0.665800708084182 0.355246592488419
1.03247084312418 0.0981247007799052 1.42653322668839 0.349460248154531
0.982427776095279 0.102216523780094 1.03498189968619 0.368551698838431
1.01039229561319 0.099044824780905 1.53714760816851 0.280215241002959
1.07346926243223 0.103405989523827 1.12795885667886 0.348049159929071
0.794564458833781 0.097162859592204 1.49190875495863 0.333486911499269
0.91742214576458 0.102205022032189 1.53085059917193 0.309791700058597
1.04462165757913 0.101942446745221 1.38188930020931 0.246672673850038
1.08513021887842 0.101314614200879 1.49367977037623 0.345730683477775
1.12892864025503 0.101447251327734 0.207908072731248 0.327617841923508
0.879600517685977 0.097223740387254 1.34866497397236 0.346709434104648
0.996536226342455 0.100083312931194 0.5617374498474 0.393293703109688
0.806155746960172 0.0943906070701164 1.1872137229381 0.349550943745356
0.997846996388007 0.0976735775471166 1.43218820437461 0.281536332378216
0.964115878594146 0.099193619132048 1.12156615659438 0.339223043502734
1.11412762096777 0.100208459013493 1.0247165349091 0.348749371320585
1.15991412907901 0.0997405330799422 0.875363310429354 0.288783909745409
0.972687683321065 0.104382754480478 0.716106836030254 0.304191897503461
0.878669459688958 0.101355395516295 1.22009842102991 0.308417183395076
0.957136805013465 0.100342157402212 0.409914342784457 0.306588486476148
1.19207893663932 0.0968165216753621 1.00407618632461 0.425735820873436
1.15263838862554 0.102102354071238 1.17057563368205 0.306172178411375
0.897047104161334 0.0980561306247768 1.15514466711049 0.304288263371569
1.09180149430951 0.104934818750252 0.61940874630258 0.31548292624843
0.973747603258868 0.100146294009038 1.57773062720355 0.287550185935199
1.07598210499965 0.110424967514042 1.10091005316724 0.2866364570479
0.925101237808779 0.0971652315007542 0.992245083043028 0.36176700957213
0.937861050786641 0.102218888949199 1.07495780582381 0.291556880099926
1.02686350576568 0.107409521881655 1.65642893402541 0.327865521438487
0.863768018642429 0.102911282595361 1.11663639986575 0.303585899411604
1.25339097469136 0.0986097680257277 0.481892704497691 0.325981377461726
0.850455899687405 0.101843432407016 0.599441074889042 0.291421204221356
0.992362732206096 0.0991684033517111 0.712054638311966 0.32796650855573
1.04875861925619 0.0958763410702256 1.19039823597879 0.400143568978047
0.915885068713368 0.0909868427821458 0.839492028241765 0.317672903733732
